Index,Symbol,Company Name,Market Cap,Last Sale,% Change,Revenue
1133,FWRD,Forward Air Corporation,632.43M,21.25,0.19%,2.47B
1134,MGPI,"MGP Ingredients, Inc.",628.54M,29.55,-2.35%,703.63M
1135,BCYC,Bicycle Therapeutics plc,628.36M,9.08,-4.32%,35.28M
1136,PRTH,"Priority Technology Holdings, Inc.",627.41M,7.89,-1.74%,879.70M
1137,DAKT,"Daktronics, Inc.",626.16M,12.55,-0.95%,799.81M
1138,DNTH,"Dianthus Therapeutics, Inc.",626.12M,19.49,-4.65%,6.24M
1139,TRVI,"Trevi Therapeutics, Inc.",625.53M,6.47,-2.12%,
1140,SIBN,"SI-BONE, Inc.",622.36M,14.66,-2.01%,167.18M
1141,TMC,TMC the metals company Inc.,622.01M,1.820,2.82%,
1142,ABUS,Arbutus Biopharma Corporation,621.53M,3.280,-0.91%,6.74M
1143,LEGH,Legacy Housing Corporation,621.09M,25.74,-1.42%,184.19M
1144,ORGO,Organogenesis Holdings Inc.,618.92M,4.880,,482.04M
1145,PHAR,Pharming Group N.V.,617.39M,8.84,-1.01%,297.20M
1146,JFIN,Jiayin Group Inc.,616.24M,11.62,-3.33%,854.96M
1147,NYMT,"New York Mortgage Trust, Inc.",614.95M,6.79,-1.31%,143.24M
1148,MOFG,"MidWestOne Financial Group, Inc.",614.06M,29.50,-0.34%,60.51M
1149,GLDD,Great Lakes Dredge & Dock Corporation,612.94M,9.11,-2.36%,762.69M
1150,OSPN,OneSpan Inc.,611.96M,16.03,1.52%,243.18M
1151,STKL,SunOpta Inc.,610.66M,5.21,-2.98%,723.73M
1152,CCBG,"Capital City Bank Group, Inc.",610.37M,35.79,-3.17%,230.88M
1153,GLAD,Gladstone Capital Corporation,610.27M,27.33,-0.44%,95.36M
1154,TLRY,"Tilray Brands, Inc.",609.48M,0.650,0.23%,829.22M
1155,SENEB,Seneca Foods Corporation,609.02M,90.70,5.72%,1.54B
1156,KIDS,OrthoPediatrics Corp.,606.44M,24.97,-2.23%,204.73M
1157,WLDN,"Willdan Group, Inc.",604.54M,41.96,-2.55%,565.80M
1158,SENEA,Seneca Foods Corporation,604.39M,87.61,1.00%,1.54B
1159,SION,"Sionna Therapeutics, Inc.",604.06M,13.69,-1.37%,
1160,FIP,FTAI Infrastructure Inc.,603.89M,5.30,-0.38%,331.50M
1161,NAGE,"Niagen Bioscience, Inc.",603.86M,7.75,1.44%,99.60M
1162,GCT,GigaCloud Technology Inc.,603.40M,15.06,1.35%,1.16B
1163,WASH,"Washington Trust Bancorp, Inc.",603.34M,31.30,-0.76%,98.25M
1164,ARVN,"Arvinas, Inc.",601.75M,8.75,-2.78%,263.40M
1165,CGNT,Cognyte Software Ltd.,599.76M,8.33,-0.24%,339.82M
1166,SMBC,"Southern Missouri Bancorp, Inc.",597.35M,52.97,-1.23%,166.91M
1167,FSBC,Five Star Bancorp,597.22M,28.00,-1.51%,119.21M
1168,IMTX,Immatics N.V.,596.78M,5.00,-5.66%,128.82M
1169,SCHL,Scholastic Corporation,596.31M,21.22,12.87%,1.59B
1170,MGTX,MeiraGTx Holdings plc,596.14M,7.56,-1.18%,33.28M
1171,VALN,Valneva SE,594.78M,7.17,-1.10%,175.56M
1172,TH,Target Hospitality Corp.,591.67M,5.98,0.50%,428.80M
1173,ORRF,"Orrstown Financial Services, Inc.",591.39M,30.50,-1.07%,176.14M
1174,KALV,"KalVista Pharmaceuticals, Inc.",591.12M,11.90,-0.83%,
1175,DHC,Diversified Healthcare Trust,591.12M,2.450,-8.58%,1.50B
1176,SVRA,Savara Inc.,590.68M,2.820,-1.40%,
1177,MBUU,"Malibu Boats, Inc.",589.72M,29.55,-0.94%,733.99M
1178,SEAT,Vivid Seats Inc.,587.07M,2.800,-6.98%,775.59M
1179,CAPR,"Capricor Therapeutics, Inc.",586.19M,12.86,-10.45%,22.27M
1180,HTBK,Heritage Commerce Corp,585.55M,9.53,-0.42%,170.26M
1181,CSTL,"Castle Biosciences, Inc.",585.11M,20.52,2.24%,332.07M
1182,THFF,First Financial Corporation,584.97M,49.35,-1.40%,201.59M
1183,SCVL,"Shoe Carnival, Inc.",584.79M,21.52,-4.10%,1.20B
1184,CASS,"Cass Information Systems, Inc.",578.75M,42.86,-1.92%,219.89M
1185,CTLP,"Cantaloupe, Inc.",577.70M,7.91,3.40%,285.11M
1186,TRST,TrustCo Bank Corp NY,576.49M,30.31,-1.17%,169.77M
1187,MRVI,"Maravai LifeSciences Holdings, Inc.",576.07M,2.265,-5.62%,259.19M
1188,ACIC,American Coastal Insurance Corporation,575.61M,11.93,-0.50%,296.66M
1189,ACCD,"Accolade, Inc.",574.77M,7.01,0.29%,446.72M
1190,ESQ,"Esquire Financial Holdings, Inc.",572.89M,72.18,-1.69%,120.12M
1191,KRT,Karat Packaging Inc.,572.04M,28.55,-1.75%,422.63M
1192,TBLD,Thornburg Income Builder Opportunities Trust,570.42M,17.78,-0.22%,
1193,ADV,Advantage Solutions Inc.,565.68M,1.760,6.02%,3.57B
1194,TYRA,"Tyra Biosciences, Inc.",562.33M,10.69,-2.29%,
1195,URGN,UroGen Pharma Ltd.,559.12M,12.13,0.92%,90.40M
1196,JACK,Jack in the Box Inc.,555.73M,29.48,-4.10%,1.55B
1197,SHLS,"Shoals Technologies Group, Inc.",552.75M,3.310,,399.21M
1198,OUST,"Ouster, Inc.",549.97M,11.05,31.86%,111.10M
1199,HNST,"The Honest Company, Inc.",546.73M,5.02,,378.34M
1200,DJCO,Daily Journal Corporation,546.56M,396.80,-0.73%,71.64M
1201,HNRG,Hallador Energy Company,544.68M,12.78,1.59%,404.39M
1202,NCMI,"National CineMedia, Inc.",544.60M,5.72,-1.72%,240.80M
1203,RPAY,Repay Holdings Corporation,540.58M,5.74,-0.69%,313.04M
1204,FRPH,"FRP Holdings, Inc.",539.03M,28.24,-0.81%,30.42M
1205,RDVT,"Red Violet, Inc.",538.59M,38.64,0.13%,75.19M
1206,CTKB,"Cytek Biosciences, Inc.",538.01M,4.200,3.45%,200.45M
1207,RMR,The RMR Group Inc.,537.86M,16.89,-0.94%,199.94M
1208,SPFI,"South Plains Financial, Inc.",537.10M,32.73,-0.58%,190.87M
1209,FARO,"FARO Technologies, Inc.",535.47M,28.34,-3.80%,342.43M
1210,FLX,BingEx Limited,533.89M,7.81,-7.90%,612.15M
1211,PGEN,"Precigen, Inc.",532.22M,1.810,0.56%,3.93M
1212,LIND,"Lindblad Expeditions Holdings, Inc.",528.94M,9.69,-5.28%,644.73M
1213,CMCO,Columbus McKinnon Corporation,528.19M,18.46,-1.44%,981.64M
1214,OMER,Omeros Corporation,527.34M,9.10,,
1215,FLGT,"Fulgent Genetics, Inc.",526.88M,17.09,1.18%,283.47M
1216,CLMB,"Climb Global Solutions, Inc.",526.17M,117.38,1.36%,465.61M
1217,ANAB,"AnaptysBio, Inc.",523.79M,17.08,-2.79%,91.28M
1218,SANA,"Sana Biotechnology, Inc.",519.81M,2.310,2.21%,
1219,RLAY,"Relay Therapeutics, Inc.",518.74M,3.060,-5.85%,10.01M
1220,VREX,Varex Imaging Corporation,518.27M,12.57,-2.26%,820.80M
1221,TMCI,"Treace Medical Concepts, Inc.",516.41M,8.24,0.24%,209.36M
1222,VLGEA,"Village Super Market, Inc.",515.55M,34.96,0.87%,2.28B
1223,MNRO,"Monro, Inc.",515.13M,17.20,0.88%,1.21B
1224,SLP,"Simulations Plus, Inc.",513.56M,25.56,3.57%,74.44M
1225,ANNA,"AleAnna, Inc.",512.47M,7.70,0.92%,648.33K
1226,HIFS,Hingham Institution for Savings,511.81M,234.54,-1.04%,65.53M
1227,SDA,SunCar Technology Group Inc.,509.41M,4.690,6.11%,425.99M
1228,FISI,"Financial Institutions, Inc.",509.38M,25.37,-1.21%,110.76M
1229,MNMD,Mind Medicine (MindMed) Inc.,506.48M,6.72,1.05%,
1230,AKBA,"Akebia Therapeutics, Inc.",503.17M,2.130,4.41%,160.18M
1231,LYTS,LSI Industries Inc.,500.83M,17.33,-1.25%,523.02M
1232,PGC,Peapack-Gladstone Financial Corporation,500.42M,28.66,-3.01%,220.39M
1233,ORIC,"ORIC Pharmaceuticals, Inc.",499.32M,7.03,-6.39%,
1234,CGEM,"Cullinan Therapeutics, Inc.",498.53M,8.52,-2.29%,
1235,DDI,"DoubleDown Interactive Co., Ltd.",498.01M,10.05,2.45%,341.33M
1236,SAGE,"Sage Therapeutics, Inc.",498.00M,8.10,1.12%,41.24M
1237,GAIN,Gladstone Investment Corporation,493.62M,13.40,-1.25%,89.18M
1238,CNDT,Conduent Incorporated,493.58M,3.050,2.69%,3.36B
1239,VERV,"Verve Therapeutics, Inc.",492.82M,5.55,0.18%,32.33M
1240,ATGL,Alpha Technology Group Limited,492.23M,29.90,-0.33%,1.59M
1241,MPB,"Mid Penn Bancorp, Inc.",491.45M,25.39,-2.16%,177.65M
1242,CCRN,"Cross Country Healthcare, Inc.",490.22M,14.94,0.95%,1.34B
1243,MAZE,"Maze Therapeutics, Inc.",487.68M,11.14,-6.86%,167.50M
1244,BITF,Bitfarms Ltd.,487.47M,1.010,-2.88%,182.96M
1245,FMNB,Farmers National Banc Corp.,487.11M,12.95,-2.56%,162.12M
1246,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",485.92M,11.27,-0.53%,127.03M
1247,EVLV,"Evolv Technologies Holdings, Inc.",483.68M,3.070,-1.29%,89.22M
1248,DADA,Dada Nexus Limited,483.24M,1.860,0.27%,1.32B
1249,YORW,The York Water Company,481.47M,33.46,-1.70%,74.96M
1250,LGTY,"Logility Supply Chain Solutions, Inc.",479.73M,14.24,,101.87M
1251,ARKO,Arko Corp.,478.14M,4.130,1.47%,8.73B
1252,JYD,Jayud Global Logistics Limited,477.61M,5.00,7.76%,82.43M
1253,EBTC,"Enterprise Bancorp, Inc.",477.54M,38.88,-0.79%,168.76M
1254,CBNK,"Capital Bancorp, Inc.",476.31M,28.60,-1.04%,170.67M
1255,RSVR,"Reservoir Media, Inc.",476.20M,7.30,-2.54%,156.43M
1256,BCAL,California BanCorp.,475.60M,14.74,-1.07%,106.05M
1257,METC,"Ramaco Resources, Inc.",474.66M,8.79,-1.79%,666.30M
1258,LINC,Lincoln Educational Services Corporation,473.42M,14.99,-5.58%,440.06M
1259,PUBM,"PubMatic, Inc.",473.14M,9.75,0.21%,291.26M
1260,ALRS,Alerus Financial Corporation,471.75M,18.60,0.11%,203.83M
1261,TALK,"Talkspace, Inc.",471.62M,2.800,1.08%,187.59M
1262,SFIX,"Stitch Fix, Inc.",471.40M,3.660,3.98%,1.27B
1263,BIGC,"BigCommerce Holdings, Inc.",470.81M,5.99,0.25%,332.93M
1264,SVC,Service Properties Trust,468.25M,2.810,-4.42%,1.90B
1265,OPT,Opthea Limited,466.57M,3.410,,208.86K
1266,METCB,"Ramaco Resources, Inc.",466.12M,7.90,-1.25%,666.30M
1267,ABVX,ABIVAX Société Anonyme,465.44M,7.38,4.53%,9.68M
1268,INDI,"indie Semiconductor, Inc.",464.94M,2.230,0.45%,216.68M
1269,TBPH,"Theravance Biopharma, Inc.",464.53M,9.39,0.32%,64.38M
1270,GRRR,Gorilla Technology Group Inc.,464.39M,25.15,6.25%,78.94M
1271,NNDM,Nano Dimension Ltd.,462.59M,2.105,-1.17%,57.66M
1272,KELYB,"Kelly Services, Inc.",461.85M,13.89,,4.33B
1273,CCSI,"Consensus Cloud Solutions, Inc.",461.78M,23.65,-4.21%,350.38M
1274,CCNE,CNB Financial Corporation,460.97M,22.16,-2.03%,217.36M
1275,TCBX,"Third Coast Bancshares, Inc.",460.55M,33.40,-1.62%,165.68M
1276,HONE,"HarborOne Bancorp, Inc.",459.77M,10.57,-1.67%,164.29M
1277,KELYA,"Kelly Services, Inc.",459.48M,13.17,-3.59%,4.33B
1278,GAMB,Gambling.com Group Limited,458.87M,13.20,-0.98%,127.18M
1279,ANSC,Agriculture & Natural Solutions Acquisition Corporation,458.85M,10.64,0.09%,
1280,LAB,Standard BioTools Inc.,458.57M,1.210,4.31%,174.43M
1281,DCTH,"Delcath Systems, Inc.",458.29M,13.72,-2.00%,37.21M
1282,SHBI,"Shore Bancshares, Inc.",458.26M,13.74,-1.01%,196.96M
1283,NEXN,Nexxen International Ltd.,457.87M,7.22,0.42%,365.48M
1284,GLRE,"Greenlight Capital Re, Ltd.",456.94M,13.21,-1.56%,701.63M
1285,KROS,"Keros Therapeutics, Inc.",455.11M,11.22,-1.92%,3.55M
1286,ORKA,"Oruka Therapeutics, Inc.",453.03M,12.10,1.26%,
1287,AUTL,Autolus Therapeutics plc,452.42M,1.700,1.49%,10.12M
1288,PFIS,Peoples Financial Services Corp.,449.58M,45.00,-1.70%,115.19M
1289,ITIC,Investors Title Company,447.79M,237.43,-2.11%,258.08M
1290,ALT,"Altimmune, Inc.",447.45M,5.81,0.52%,20.00K
1291,NVTS,Navitas Semiconductor Corporation,443.93M,2.330,,83.30M
1292,ACNB,ACNB Corporation,442.90M,42.01,1.84%,111.10M
1293,CLFD,"Clearfield, Inc.",441.89M,31.27,-0.89%,167.95M
1294,STOK,"Stoke Therapeutics, Inc.",440.73M,8.15,-2.16%,36.56M
1295,TRML,"Tourmaline Bio, Inc.",440.51M,17.15,1.60%,
1296,FFIC,Flushing Financial Corporation,437.75M,12.96,-1.44%,115.17M
1297,ASLE,AerSale Corporation,436.35M,8.19,-2.38%,345.07M
1298,ODP,The ODP Corporation,435.63M,14.61,-1.22%,6.99B
1299,MERC,Mercer International Inc.,435.19M,6.51,-1.66%,2.04B
1300,RCAT,"Red Cat Holdings, Inc.",434.47M,5.42,3.63%,16.47M
1301,SRDX,"Surmodics, Inc.",434.31M,30.38,1.33%,125.45M
1302,ZVRA,"Zevra Therapeutics, Inc.",433.47M,8.01,,23.61M
1303,API,"Agora, Inc.",433.03M,4.640,-5.88%,133.26M
1304,ERAS,"Erasca, Inc.",432.57M,1.530,3.38%,
1305,BAND,Bandwidth Inc.,432.22M,15.10,0.53%,748.49M
1306,NYXH,Nyxoah S.A.,431.15M,11.36,-0.96%,4.68M
1307,DOGZ,Dogness (International) Corporation,430.30M,33.14,5.71%,14.85M
1308,EYPT,"EyePoint Pharmaceuticals, Inc.",429.55M,6.25,2.46%,43.27M
1309,AROW,Arrow Financial Corporation,429.47M,25.69,-1.72%,134.63M
1310,CVGW,"Calavo Growers, Inc.",429.15M,24.06,-1.03%,688.32M
1311,RXT,"Rackspace Technology, Inc.",428.42M,1.870,,2.74B
1312,DH,Definitive Healthcare Corp.,428.10M,2.810,0.72%,252.20M
1313,INNV,InnovAge Holding Corp.,427.37M,3.160,-2.77%,806.61M
1314,HUMA,"Humacyte, Inc.",427.18M,3.320,4.40%,
1315,PHAT,"Phathom Pharmaceuticals, Inc.",425.99M,6.23,-0.48%,55.25M
1316,BTBT,"Bit Digital, Inc.",425.07M,2.330,-2.92%,107.50M
1317,NWPX,Northwest Pipe Company,423.94M,42.51,-2.23%,492.55M
1318,UNTY,"Unity Bancorp, Inc.",423.83M,42.14,1.27%,103.13M
1319,AIRJ,AirJoule Technologies Corporation,422.17M,7.56,-1.05%,
1320,CWCO,Consolidated Water Co. Ltd.,420.68M,26.50,-3.99%,133.97M
1321,BWMN,Bowman Consulting Group Ltd.,420.02M,24.33,1.12%,426.56M
1322,LASR,"nLIGHT, Inc.",419.71M,8.56,-3.06%,198.55M
1323,MVST,"Microvast Holdings, Inc.",418.77M,1.300,-1.52%,370.99M
1324,NETD,Nabors Energy Transition Corp. II,418.61M,10.98,,
1325,GMGI,"Golden Matrix Group, Inc.",418.54M,1.980,-4.35%,87.56M
1326,SWBI,"Smith & Wesson Brands, Inc.",418.47M,9.51,-0.11%,493.05M
1327,SOHU,Sohu.com Limited,418.21M,13.91,0.25%,598.40M
1328,KE,"Kimball Electronics, Inc.",417.18M,16.99,-0.29%,1.59B
1329,RNAC,"Cartesian Therapeutics, Inc.",415.81M,16.05,0.75%,38.91M
1330,MITK,"Mitek Systems, Inc.",414.88M,9.17,1.21%,172.42M
1331,CRNC,Cerence Inc.,413.41M,9.57,,244.07M
1332,RGNX,REGENXBIO Inc.,412.71M,8.24,-1.44%,83.33M
1333,BYRN,Byrna Technologies Inc.,412.40M,18.21,-4.31%,85.76M
1334,LVRO,Lavoro Limited,412.21M,3.524,-0.06%,1.67B
1335,UPB,"Upstream Bio, Inc.",408.74M,7.62,-5.34%,2.37M
1336,SNDL,SNDL Inc.,406.52M,1.580,0.64%,639.72M
1337,NRIM,"Northrim BanCorp, Inc.",405.90M,73.52,-0.26%,151.93M
1338,GRVY,"Gravity Co., Ltd.",405.82M,58.40,-0.80%,381.08M
1339,ALTI,"AlTi Global, Inc.",405.38M,2.850,-1.72%,206.94M
1340,INV,"Innventure, Inc.",405.30M,8.18,11.14%,988.00K
1341,ANGO,"AngioDynamics, Inc.",401.42M,9.92,0.51%,286.50M
1342,ALNT,Allient Inc.,401.08M,23.81,-0.25%,529.97M
1343,SIGA,"SIGA Technologies, Inc.",400.76M,5.61,-0.53%,138.72M
1344,DHIL,"Diamond Hill Investment Group, Inc.",400.45M,143.66,-0.69%,151.10M
1345,IMXI,"International Money Express, Inc.",400.32M,13.06,-3.83%,658.65M
1346,RICK,"RCI Hospitality Holdings, Inc.",400.25M,45.27,-0.70%,293.18M
1347,PRTC,PureTech Health plc,399.31M,16.71,,468.00K
1348,APEI,"American Public Education, Inc.",399.15M,22.18,-1.99%,624.56M
1349,SERV,Serve Robotics Inc.,398.24M,7.01,1.15%,1.81M
1350,FNKO,"Funko, Inc.",398.11M,7.30,0.83%,1.05B
1351,FFWM,First Foundation Inc.,397.82M,4.830,0.21%,96.07M
1352,TBRG,"TruBridge, Inc.",396.71M,27.74,-0.93%,342.65M
1353,RWAY,Runway Growth Finance Corp.,395.51M,10.59,-1.03%,144.63M
1354,TECX,"Tectonic Therapeutic, Inc.",394.72M,21.14,-4.69%,
1355,CCIR,Cohen Circle Acquisition Corp. I,394.30M,12.45,-4.16%,
1356,FBIZ,"First Business Financial Services, Inc.",394.22M,47.49,-2.20%,144.63M
1357,KRNY,Kearny Financial Corp.,393.89M,6.30,-2.33%,148.07M
1358,BSRR,Sierra Bancorp,393.44M,28.53,-1.76%,146.76M
1359,OFLX,"Omega Flex, Inc.",393.27M,39.05,3.25%,101.68M
1360,CRMT,"America's Car-Mart, Inc.",393.18M,47.70,-0.79%,1.38B
1361,ALDX,"Aldeyra Therapeutics, Inc.",392.88M,6.58,-2.08%,
1362,CCIX,Churchill Capital Corp IX,391.56M,10.68,0.28%,
1363,NPCE,"NeuroPace, Inc.",391.37M,12.02,3.26%,79.91M
1364,KFII,K&F Growth Acquisition Corp. II,391.24M,9.94,0.20%,
1365,RZLV,Rezolve AI Limited,389.95M,1.650,8.55%,151.69K
1366,CELC,Celcuity Inc.,389.86M,10.50,0.29%,
1367,FLD,"Fold Holdings, Inc.",388.49M,8.42,31.15%,21.05M
1368,LPRO,Open Lending Corporation,388.48M,3.255,5.85%,95.89M
1369,TITN,Titan Machinery Inc.,388.45M,17.05,2.50%,2.70B
1370,PACB,"Pacific Biosciences of California, Inc.",387.21M,1.300,3.17%,154.01M
1371,BLDP,Ballard Power Systems Inc.,386.40M,1.300,-1.52%,69.73M
1372,NATH,"Nathan's Famous, Inc.",385.35M,94.23,0.68%,146.39M
1373,SBC,SBC Medical Group Holdings Incorporated,384.29M,3.710,0.27%,223.34M
1374,ABSI,Absci Corporation,383.28M,3.010,-0.99%,4.53M
1375,GCBC,"Greene County Bancorp, Inc.",383.10M,22.50,-4.82%,65.85M
1376,MSBI,"Midland States Bancorp, Inc.",383.03M,17.82,-1.16%,170.13M
1377,WALD,Waldencast plc,381.66M,3.110,-0.64%,273.87M
1378,ETON,"Eton Pharmaceuticals, Inc.",381.35M,14.22,-3.79%,39.01M
1379,CARE,"Carter Bankshares, Inc.",381.20M,16.48,-0.66%,140.87M
1380,BWB,"Bridgewater Bancshares, Inc.",380.83M,13.80,-1.57%,106.04M
1381,CADL,"Candel Therapeutics, Inc.",380.72M,8.06,-2.30%,
1382,TRVG,trivago N.V.,379.66M,5.40,14.41%,477.12M
1383,LAND,Gladstone Land Corporation,378.13M,10.45,-2.06%,85.16M
1384,KMDA,Kamada Ltd.,378.04M,6.72,1.05%,160.95M
1385,USCB,"USCB Financial Holdings, Inc.",378.00M,18.85,-1.77%,79.52M
1386,BNTC,Benitec Biopharma Inc.,377.80M,16.11,-4.05%,
1387,SKYT,"SkyWater Technology, Inc.",376.76M,7.85,-0.25%,342.27M
1388,SMLR,"Semler Scientific, Inc.",376.37M,39.22,1.03%,56.29M
1389,GILT,Gilat Satellite Networks Ltd.,376.31M,6.60,-1.49%,305.45M
1390,AURA,"Aura Biosciences, Inc.",374.64M,7.50,1.08%,
1391,OB,Outbrain Inc.,373.88M,3.980,0.76%,889.88M
1392,MFH,Mercurity Fintech Holding Inc.,373.76M,6.01,-2.59%,716.86K
1393,TRDA,"Entrada Therapeutics, Inc.",373.72M,10.49,0.77%,210.78M
1394,CLNE,Clean Energy Fuels Corp.,373.42M,1.670,-4.57%,415.87M
1395,HRZN,Horizon Technology Finance Corporation,372.11M,9.23,-0.86%,99.92M
1396,BSVN,Bank7 Corp.,371.88M,39.36,0.77%,97.45M
1397,PNRG,PrimeEnergy Resources Corporation,371.22M,218.33,1.55%,210.06M
1398,AHG,Akso Health Group,370.12M,1.290,2.38%,2.41M
1399,CLPT,"ClearPoint Neuro, Inc.",369.72M,13.38,-2.12%,31.39M
1400,APPS,"Digital Turbine, Inc.",369.62M,3.520,2.03%,483.58M
1401,ALF,Centurion Acquisition Corp.,369.26M,10.28,0.44%,
1402,GPAT,GP-Act III Acquisition Corp.,369.08M,10.27,-0.29%,
1403,FLWS,"1-800-FLOWERS.COM, Inc.",368.89M,5.80,2.29%,1.76B
1404,MREO,Mereo BioPharma Group plc,368.66M,2.380,-7.03%,1.00M
1405,FRBA,First Bank,366.62M,14.58,-2.02%,128.68M
1406,MBAV,M3-Brigade Acquisition V Corp.,366.56M,10.20,,
1407,PERI,Perion Network Ltd.,364.88M,8.14,-0.12%,498.29M
1408,LWAY,"Lifeway Foods, Inc.",362.60M,23.85,0.68%,186.82M
1409,HRTX,"Heron Therapeutics, Inc.",362.54M,2.380,-0.83%,144.29M
1410,LSAK,"Lesaka Technologies, Inc.",362.06M,4.750,2.61%,576.60M
1411,ATXS,"Astria Therapeutics, Inc.",361.74M,6.41,0.63%,
1412,SATL,Satellogic Inc.,360.93M,3.790,-5.25%,13.72M
1413,RIGL,"Rigel Pharmaceuticals, Inc.",360.83M,20.20,-0.83%,179.28M
1414,HBCP,"Home Bancorp, Inc.",359.61M,44.41,-3.25%,132.37M
1415,VALU,"Value Line, Inc.",357.43M,37.97,2.23%,35.70M
1416,GLUE,"Monte Rosa Therapeutics, Inc.",356.76M,5.80,-17.85%,75.62M
1417,SLDB,Solid Biosciences Inc.,356.47M,4.600,-2.13%,
1418,PHH,"Park Ha Biological Technology Co., Ltd.",355.53M,13.48,22.21%,2.38M
1419,ATLN,Atlantic International Corp.,355.50M,6.20,3.16%,429.26M
1420,RMNI,"Rimini Street, Inc.",355.14M,3.890,-2.63%,428.75M
1421,RAPP,"Rapport Therapeutics, Inc.",354.75M,9.72,-3.95%,
1422,ZEUS,"Olympic Steel, Inc.",354.57M,31.84,-4.18%,1.94B
1423,NNOX,Nano-X Imaging Ltd.,354.06M,6.05,2.02%,10.68M
1424,HAIN,"The Hain Celestial Group, Inc.",352.87M,3.910,4.55%,1.66B
1425,BMRC,Bank of Marin Bancorp,352.67M,22.09,-1.65%,67.98M
1426,TWNP,Twin Hospitality Group Inc.,352.18M,7.02,1.15%,353.80M
1427,ALLO,"Allogene Therapeutics, Inc.",351.97M,1.620,-0.61%,22.00K
1428,PANL,"Pangaea Logistics Solutions, Ltd.",351.11M,5.35,-2.37%,536.54M
1429,MXCT,"MaxCyte, Inc.",350.38M,3.080,0.33%,38.63M
1430,ARCT,Arcturus Therapeutics Holdings Inc.,349.30M,12.88,0.31%,152.31M
1431,ZBIO,"Zenas BioPharma, Inc.",348.19M,8.33,-2.23%,5.00M
1432,ATNI,"ATN International, Inc.",346.28M,22.79,4.11%,729.08M
1433,RRBI,"Red River Bancshares, Inc.",345.25M,50.94,-2.17%,108.68M
1434,GPRE,Green Plains Inc.,345.01M,5.33,1.33%,2.46B
1435,MTRX,Matrix Service Company,344.81M,12.49,-4.58%,708.26M
1436,CWBC,Community West Bancshares,342.91M,18.00,-1.37%,105.70M
1437,VSTM,"Verastem, Inc.",342.39M,6.65,-2.49%,10.00M
1438,WTBA,"West Bancorporation, Inc.",340.36M,20.22,-1.12%,78.80M
1439,BACQ,Bleichroeder Acquisition Corp. I,337.92M,10.17,,
1440,GIG,GigCapital7 Corp.,337.67M,10.13,,
1441,BZAI,"Blaize Holdings, Inc.",337.28M,3.320,1.53%,1.97M
1442,TSHA,"Taysha Gene Therapies, Inc.",336.20M,1.640,-3.53%,8.33M
1443,CDRO,"Codere Online Luxembourg, S.A.",335.27M,7.36,3.52%,151.88M
1444,DMAA,Drugs Made In America Acquisition Corp.,335.24M,10.02,0.20%,
1445,ESPR,"Esperion Therapeutics, Inc.",334.36M,1.690,4.32%,332.31M
1446,SKBL,Skyline Builders Group Holding Limited,333.00M,11.10,3.26%,49.64M
1447,MVIS,"MicroVision, Inc.",332.97M,1.480,8.82%,8.15M
1448,IBEX,IBEX Limited,332.70M,25.22,,521.73M
1449,VBNK,VersaBank,331.83M,10.11,-2.13%,75.81M
1450,NNNN,Anbio Biotechnology,331.82M,7.56,0.93%,9.50M
1451,NRC,National Research Corporation,331.33M,14.44,-3.67%,143.06M
1452,PMTS,CPI Card Group Inc.,330.47M,29.40,1.48%,480.60M
1453,ACTG,Acacia Research Corporation,328.61M,3.420,-0.87%,122.31M
1454,FMAO,"Farmers & Merchants Bancorp, Inc.",328.40M,24.25,-0.29%,101.19M
1455,OPAL,OPAL Fuels Inc.,328.37M,1.900,-3.55%,299.97M
1456,CVRX,"CVRx, Inc.",325.19M,12.49,1.13%,51.29M
1457,SPOK,"Spok Holdings, Inc.",324.46M,15.89,-0.13%,137.65M
1458,NEWT,"NewtekOne, Inc.",324.43M,12.34,-1.28%,338.73M
1459,DOMO,"Domo, Inc.",324.20M,8.29,,317.04M
1460,AMLX,"Amylyx Pharmaceuticals, Inc.",323.40M,3.650,-2.14%,87.37M
1461,SSBK,"Southern States Bancshares, Inc.",323.07M,32.56,0.80%,94.14M
1462,ZIMV,ZimVie Inc.,322.72M,11.66,0.52%,449.75M
1463,VACH,Voyager Acquisition Corp.,322.58M,10.20,,
1464,AIP,"Arteris, Inc.",322.26M,7.87,-0.38%,57.72M
1465,REFI,"Chicago Atlantic Real Estate Finance, Inc.",321.56M,15.38,-0.13%,55.53M
1466,SNWV,"SANUWAVE Health, Inc.",320.97M,37.61,17.53%,32.63M
1467,CMPX,"Compass Therapeutics, Inc.",319.43M,2.310,3.12%,850.00K
1468,NVEC,NVE Corporation,319.20M,65.99,0.90%,25.69M
1469,AMCX,AMC Networks Inc.,317.78M,7.20,-1.50%,2.42B
1470,AQST,"Aquestive Therapeutics, Inc.",317.38M,3.210,3.22%,57.56M
1471,LAES,SEALSQ Corp,316.34M,2.980,-3.87%,10.98M
1472,NUTX,Nutex Health Inc.,316.27M,58.17,9.40%,292.00M
1473,ARTNA,Artesian Resources Corporation,316.25M,30.71,-2.07%,105.65M
1474,LE,"Lands' End, Inc.",316.14M,10.25,0.89%,1.36B
1475,GOSS,"Gossamer Bio, Inc.",315.84M,1.390,2.96%,114.70M
1476,PVLA,"Palvella Therapeutics, Inc.",315.77M,28.14,2.59%,
